emotion,sentiment,textual_sentiment_predicted,textual_sentiment_score,transcription_ground_truth,transcription_ASR,WER,file_path
neutral,neutral,neutral,0.8818584680557251,"Okay, then what happened?","Okay, let's what happened.",0.25,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia961_utt0.wav
anger,negative,neutral,0.7939330339431763,Ohh. Uh-huh. Uh-huh.  You'll get your turn!,Uh-huh. Uh-huh. You'll get your turn.,0.14285714285714285,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia961_utt1.wav
neutral,neutral,positive,0.5409440994262695,"Hey Pheebs, what's going on?",Thank you for the call. Nothing.,1.2,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia961_utt2.wav
anger,negative,negative,0.5403137803077698,Nothing!   This is not over!,This is not over.,0.2,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia961_utt3.wav
anger,negative,negative,0.4928547739982605,No! No! No!,"No, no, no!",0.0,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia961_utt4.wav
surprise,negative,neutral,0.6546458005905151,What?!,What?,0.0,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia961_utt5.wav
sadness,negative,negative,0.4668029546737671,"I was up all night writing this really nasty letter to Emily! It was perfect and now it's all covered in-in  Actually, thanks!","I was up all night writing this really nasty letter to Emily. It was perfect. And now it's all covered in Actually, thanks",0.043478260869565216,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia961_utt6.wav
neutral,neutral,neutral,0.6211205124855042,All right! Everybody ready to go to the movies?,"Alright, everybody ready to go to the movies?",0.2222222222222222,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia961_utt7.wav
sadness,negative,negative,0.5115049481391907,"Uh actually, I think I'm gonna skip it.","Actually, I think I'm gonna skip it.",0.125,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia961_utt8.wav
surprise,positive,neutral,0.5638798475265503,Really?,"Really? Yeah, I'm gonna stay in bed.",6.0,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia961_utt9.wav
sadness,negative,neutral,0.480174720287323,"Yeah, I'm gonna stay and read my book. I just wanna be alone right now.","Really? Yeah, I'm gonna stay and read my book. I just want to be alone right now. Oh, so you don't want to come?",0.6666666666666666,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia961_utt10.wav
neutral,neutral,negative,0.6116335391998291,"Oh. Are you sure you don't want to come? Tom Hanks, Meg Ryan, they get mail and stuff.","So you don't want to come? Tom Hanks, Meg Ryan, they get bailed and stuff.",0.2777777777777778,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia961_utt11.wav
neutral,neutral,positive,0.548040509223938,"That's okay, Joe.","That's okay, Joe.",0.0,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia961_utt12.wav
neutral,neutral,positive,0.8220034241676331,"All right, let's go Pheebs.","Let's go, heaps.",0.6,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia961_utt13.wav
surprise,negative,negative,0.360336035490036,Oh God!,"Oh, my God.",0.5,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia961_utt14.wav
joy,positive,positive,0.971810519695282,That was amazing.,That was amazing.,0.0,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia962_utt0.wav
neutral,neutral,neutral,0.584686815738678,I know.,"Ah, I know.",0.5,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia962_utt1.wav
joy,positive,positive,0.7631707191467285,"Hey, do you realize we may have just changed our lives forever?","Hey, do you realize that we may have just changed our lives forever?",0.08333333333333333,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia962_utt2.wav
joy,positive,negative,0.6506280303001404,We may have just started a family.,We may have distorted our family.,0.42857142857142855,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia962_utt3.wav
joy,positive,neutral,0.6555747389793396,"Nine months from now we can be here, having our own baby.",Nine months from now we could be here having our own baby.,0.08333333333333333,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia962_utt4.wav
neutral,neutral,neutral,0.7138948440551758,"And if not, we got to do it on a bucket.","And if not, we got to do it on a bucket.",0.0,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia962_utt5.wav
anger,negative,negative,0.8750572800636292,Ross! You gotta stop! Okay?! You cant just stare through the peep hole for three hours! Youre gonna get peep eye!,"Ross, you gotta stop. Okay? You can't just stare through the people for three hours. You're gonna get pee-bite.",0.2857142857142857,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia963_utt0.wav
surprise,negative,neutral,0.6537398099899292,I knew it!,I knew it.,0.0,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia963_utt1.wav
anger,negative,neutral,0.6537398099899292,I knew it!,I knew it.,0.0,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia963_utt2.wav
anger,negative,neutral,0.6896705031394958,I always knew she liked him!,I always know she liked him.,0.16666666666666666,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia963_utt3.wav
anger,negative,neutral,0.6002581119537354,"Y'know, shed say no, but here we are!","You know, she'd say no, but here we...",0.5,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia963_utt4.wav
anger,negative,negative,0.5707401633262634,"We just broke up, first thing she does!",We just broke up first thing she does,0.0,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia963_utt6.wav
neutral,neutral,negative,0.5358778834342957,You didnt just break up.,just break up.,0.4,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia963_utt7.wav
anger,negative,neutral,0.7239847779273987,"Hey, its been like three weeks!",It's been like three weeks.,0.3333333333333333,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia963_utt8.wav
disgust,negative,neutral,0.664150059223175,You slept with somebody three hours after you thought you broke up. I mean bullets have left guns slower!,"You've slept with somebody three hours after you thought you broke up. I mean, bullets have left gun slower.",0.10526315789473684,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia963_utt9.wav
neutral,neutral,positive,0.5492568612098694,"Hey, so uh, y'know how there's something I wanted to talk to you about?","Hey, so uh, you know how there was something I wanted to talk to you about? Oh yeah!",0.42857142857142855,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia964_utt0.wav
joy,positive,positive,0.9438311457633972,Oh yeah!,Oh yeah!,0.0,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia964_utt1.wav
joy,positive,neutral,0.8012691736221313,"Well, y'know how I'm trying to work things out with Emily.","Well, you know how I'm trying to work things out with Emily.",0.18181818181818182,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia964_utt2.wav
neutral,neutral,neutral,0.6522634029388428,"Well, there's this one thing Okay,  here goes.",mmhm,1.0,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia964_utt3.wav
surprise,negative,neutral,0.7348121404647827,I made a promise that--Oh hey!,I made a promise that the O-,0.5,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia964_utt4.wav
neutral,neutral,neutral,0.860732913017273,What?,What? Do you know?,3.0,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia964_utt5.wav
sadness,negative,neutral,0.8757728934288025,Oh God.,for shelter-course could be verified.,2.5,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia964_utt7.wav
sadness,negative,positive,0.8763429522514343,No!,Yeah!,1.0,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia964_utt8.wav
sadness,negative,neutral,0.7072913646697998,This-this happened when my grandfather died.,This happened when my grandfather...,0.3333333333333333,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia964_utt10.wav
disgust,negative,negative,0.5232042074203491,It's ugh!,"Come on. Shut your ass like I said. Look! So. Stand right inside! It's, oh! I know.",8.0,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia964_utt11.wav
sadness,negative,neutral,0.4833444356918335,Sorry.,Sorry.,0.0,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia964_utt12.wav
neutral,neutral,negative,0.5523273348808289,"Oh, okay, so I'm sorry, what-what were you-what did you want to tell me?","Okay, so I'm sorry. What do you want to tell me?",0.35714285714285715,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia964_utt13.wav
neutral,neutral,neutral,0.564876139163971,Umm,Come on.,2.0,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia964_utt14.wav
sadness,negative,negative,0.5459257960319519,Sorry. Sorry.,Sorry. Sorry.,0.0,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia964_utt15.wav
sadness,negative,negative,0.6647987365722656,"Okay, I uh, I can't see you anymore.",I can't see you anymore.,0.375,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia964_utt16.wav
neutral,neutral,negative,0.8977075815200806,"Yeah, I know. It's ridiculous! I can't see you either.","Yeah, you know, I know it's ridiculous. I can't see you either.",0.2,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia964_utt17.wav
fear,negative,negative,0.7254382371902466,Not yet! Not yet! Not yet! Not yet! Not yet! Not yet! Not yet! Not yet!,"No, no, no, no, no, no!",1.0,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia965_utt0.wav
neutral,neutral,positive,0.7023582458496094,"Hello, Chip.",Hello Chip.,0.0,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia965_utt1.wav
joy,positive,neutral,0.7798687219619751,"Hey, Rach! How ya doin?",there AJ,1.0,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia965_utt2.wav
joy,positive,positive,0.9821205735206604,Im great! Im great. Ive got a great job at,"I'm great! I'm great! I got a great job at Bloomingdale's. I have wonderful friends, and even though I'm not seeing anyone right now, I've really never felt better about myself.",2.4,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia965_utt3.wav
neutral,neutral,neutral,0.8905277848243713,"So ah, Monica ready yet?","So, Monika...",0.8,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia965_utt4.wav
neutral,neutral,neutral,0.7877079248428345,"Shell be out in a second. So, Chip, hows umm, Amy Welch?",She'll be out in a second. So check out um Amy Welch.,0.3333333333333333,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia965_utt5.wav
surprise,positive,neutral,0.49059373140335083,"Amy Welch? Wow! I havent seen her since... So, Monica about ready?","Amy, wow, I haven't seen her since. So, Monica about...",0.25,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia965_utt6.wav
joy,positive,positive,0.9578282237052917,"Thats right, I love you! And-and Im gonna play with you all the time.","That's right, I love you. And I'm gonna play with you all the time.",0.21428571428571427,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia966_utt0.wav
surprise,negative,negative,0.8558081388473511,How can you let him talk to your crotch like that?,How can you let him talk to your crotch like that?,0.0,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia966_utt1.wav
neutral,neutral,neutral,0.5382152795791626,Hes talking to the baby.,He's talking to the pain.,0.4,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia966_utt2.wav
surprise,positive,neutral,0.5289260745048523,Ohh!,can not just моя,4.0,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia966_utt3.wav
surprise,positive,neutral,0.6342698335647583,Okay!,"Oh, okay.",1.0,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia966_utt4.wav
surprise,positive,positive,0.5909088850021362,"Okay, cause when-when he said, ""I cant wait to hear your first words,"" I thought, ""Theres a trick.""","Okay, this is when he said I can't wait to hear your first words. I thought there's a trick",0.2777777777777778,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia966_utt5.wav
neutral,neutral,positive,0.5368244051933289,"Okay. Well, I gotta go you guys. Ill see you later.","Okay, I'm gonna go you guys",0.6363636363636364,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia966_utt6.wav
neutral,neutral,neutral,0.6550194025039673,Okay.,I'll see you later.,4.0,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia966_utt7.wav
surprise,positive,positive,0.6055871248245239,"Oh my, oh my God!",Oh my god!,0.4,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia967_utt0.wav
surprise,positive,positive,0.4208308458328247,"Aw, its unbelievable!","Oh, I don't believe more!",1.6666666666666667,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia967_utt1.wav
surprise,positive,neutral,0.8046318292617798,Wow!,While she is kicking so...,5.0,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia967_utt2.wav
surprise,positive,neutral,0.6503193378448486,She is kicking so much!,"much. Oh, she's like a-",1.0,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia967_utt3.wav
joy,positive,negative,0.8720479011535645,"Oh, shes like ummohwhos that kind of annoying girl soccer player?","Well, she is kicking so much! Oh, she's like, um, who's that kind of annoying girl, Saga?",1.0,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia967_utt4.wav
neutral,neutral,neutral,0.5727273225784302,Mia Hamm?,Be a hand.,1.5,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia967_utt5.wav
joy,positive,neutral,0.7088617086410522,Mia Hamm!,Eggsound,1.0,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia967_utt6.wav
joy,positive,positive,0.962644100189209,Oh thats amazing.,It's amazing.,0.6666666666666666,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia967_utt7.wav
surprise,negative,negative,0.5007704496383667,Oh-oh!! One hand on the sheet Joe!,"Whoa, whoa, one hand on the sheet joke. Bye.",0.5714285714285714,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia967_utt8.wav
surprise,negative,neutral,0.4833444356918335,Whoa-hey-oh! Sorry!,Sorry.,0.5,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia967_utt9.wav
neutral,neutral,neutral,0.9223994016647339,"Okay, what do you guys think?","Okay, what do you guys think?",0.0,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia968_utt0.wav
surprise,positive,positive,0.9306745529174805,Dude!,Good morning Doctor...,3.0,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia968_utt1.wav
sadness,negative,positive,0.7916176915168762,I have never known love like this.,I have never known love like this.,0.0,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia968_utt2.wav
surprise,positive,positive,0.9621285200119019,You really like it?,You really like it? Dude!,0.25,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia968_utt3.wav
surprise,positive,neutral,0.7092298269271851,Dude! How-how did you write this?,How did you write this?,0.3333333333333333,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia968_utt4.wav
neutral,neutral,neutral,0.5432615280151367,I stole Monicas and changed the name.,I stole minecars and changed the name.,0.14285714285714285,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia968_utt5.wav
neutral,neutral,neutral,0.6328716278076172,You cant,You can't-,0.5,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia968_utt6.wav
joy,positive,neutral,0.5152729749679565,If he goes first he can!,Do that! If he goes first he can't.,0.5,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia968_utt7.wav
anger,negative,negative,0.8594528436660767,Yeah!,That guy is always mooching off at us. Right.,9.0,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia969_utt0.wav
neutral,neutral,neutral,0.6838625073432922,"Anyway, I-I still think we should try to patch things up, yknow?","Anyway, I still think we should try to patch things up, you know, like",0.3333333333333333,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia969_utt1.wav
neutral,neutral,neutral,0.7243680357933044,"Like uh, maybe we could get him to get tickets to another Knicks game and invite him.",Maybe we can get him tickets to another next game and invite him.,0.35294117647058826,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia969_utt2.wav
joy,positive,positive,0.9685319066047668,Oh wow thats a great idea! And,"Yeah, that's a great idea. And I still have his credit card.",1.2857142857142858,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia969_utt3.wav
neutral,neutral,negative,0.5308428406715393,Here you go.,Here you go. Ah.,0.3333333333333333,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia969_utt4.wav
joy,positive,positive,0.8411714434623718,"Hey-hey-hey-ho-ho, I got this one.","Hey hey, oh, I got this one.",0.6,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia969_utt5.wav
neutral,neutral,neutral,0.5679654479026794,Here you go.,Here you go.,0.0,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia969_utt6.wav
neutral,neutral,neutral,0.5687495470046997,"Yknow I gotta tell ya, sometimes I justI dont get Chandler.",Your allergies,1.0,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia970_utt0.wav
neutral,neutral,neutral,0.6911928653717041,"Yknow, me and him do stuff all the time without you and you dont get all upset.",You know me and him do stuff all the time without you and you don't get all upset.,0.17647058823529413,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia971_utt0.wav
sadness,negative,neutral,0.7028720378875732,All the time?,all the time.,0.0,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia971_utt1.wav
anger,negative,neutral,0.7028720378875732,All the time!,all the time.,0.0,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia971_utt2.wav
neutral,neutral,neutral,0.8137778043746948,"Cassie, how you-how you doin on thathot dog.","Cassie, how are you doing on that hot dog?",0.5,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia972_utt0.wav
neutral,neutral,negative,0.6077653169631958,Im all done.,I'm all done.,0.3333333333333333,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia972_utt1.wav
joy,positive,positive,0.8972983360290527,Thank God.,Big God.,0.5,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia972_utt2.wav
neutral,neutral,neutral,0.7954518795013428,I guess the last time we really hung out was when our parents rented that beach house together.,I guess the last time we really hung out was when our parents rented that beach house to...,0.05555555555555555,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia972_utt3.wav
neutral,neutral,positive,0.9730151891708374,Oh right.,Oh I'm proud.,1.0,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia972_utt4.wav
neutral,neutral,neutral,0.624074399471283,Right.,"Oh, remember,",2.0,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia972_utt5.wav
joy,positive,neutral,0.5514164566993713,"Ooh, remember the time I uh, I pinned you down and tickled you til you cried?","Oh, right. Oh, remember the time I pinned you down and tickled you until you crossed.",0.4375,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia972_utt6.wav
sadness,negative,negative,0.5425213575363159,Were probably too old to do that now.,We're probably too old to do that now.,0.125,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia972_utt7.wav
joy,positive,positive,0.9535948634147644,"Ill always remember that summer, because its when I got all of these freckles.",I'll always remember that summer because it's when I got all these sparkles.,0.2857142857142857,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia972_utt8.wav
joy,positive,positive,0.8660066723823547,Uh-huh! Uh-huh! And-and-and Ill always remember that summer because thats when I realized that we are related.,"Uh-huh, uh-huh. And I'll always remember that summer because that's when I realized that we are related.",0.17647058823529413,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia972_utt9.wav
surprise,negative,neutral,0.5032519698143005,"It took you that long to figure it out, huh?",Took you that long to figure it out.,0.2,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia972_utt10.wav
neutral,neutral,negative,0.5558634996414185,"Well Im, Im a little slow.  Just as our children would be.",I'm a little slow. Just as our children would be.,0.25,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia972_utt11.wav
neutral,neutral,positive,0.8381496071815491,Relax every muscle in your body.,Relax every muscle in your body.,0.0,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia973_utt0.wav
neutral,neutral,negative,0.6392094492912292,Listen to the plinky-plunky music.,"Listen to the plinky, plunky music.",0.4,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia973_utt1.wav
neutral,neutral,positive,0.6225833892822266,"Okay, now close you eyes, and think of a happy place.","Okay, now close your eyes and think of a happy place.",0.09090909090909091,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia973_utt2.wav
neutral,neutral,positive,0.7833357453346252,"Okay, tell me your happy place.","Okay, tell me you're happy place.",0.16666666666666666,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia973_utt3.wav
joy,positive,neutral,0.8242700099945068,"Richard's living room, drinking wine.",Richard's living room drinking wine.,0.0,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia973_utt4.wav
anger,negative,negative,0.6415054202079773,"All right. No, no, no, not a Richard thing, just put down the glass. And get out!","No, no, no, not a Richard thing. Just put down the glass and get out.",0.11764705882352941,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia973_utt5.wav
sadness,negative,positive,0.6755844950675964,"I'm sorry, but that's my happy place.","Sorry, but that's my happy place.",0.14285714285714285,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia973_utt6.wav
neutral,neutral,positive,0.6195517778396606,"Well, okay, fine, use my happy place.","Okay, fine, use my happy place.",0.14285714285714285,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia973_utt7.wav
neutral,neutral,neutral,0.7169507145881653,"Okay, I'm just gonna, I have to ask that you don't move anything.","Okay, I'm just going to have to ask that you don't move anything.",0.15384615384615385,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia973_utt8.wav
neutral,neutral,neutral,0.5954946279525757,"All right, I'll try not to.","Alright, I'll try not.",0.5,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia973_utt9.wav
neutral,neutral,neutral,0.5143128633499146,"Okay, all right, so, your in a meadow, millions of stars in the sky....","Okay. All right, so you're in a meadow. Millions of stars in the sky.",0.07142857142857142,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia973_utt10.wav
sadness,negative,neutral,0.6313723921775818,Do you think breaking up with him was a huge mistake?,"Do you think breaking up with him was a huge mistake? Okay, there are no questions in the happy place. Okay, just the warm breeze and the moonlight flowing through the tree.",1.9090909090909092,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia973_utt11.wav
joy,positive,positive,0.8505303263664246,"All right, there are no questions in the happy place. Okay, just, the warm breeze, and the moonlight flowing through the trees....","Okay, there are no questions in the happy place. Okay, just the warm breeze and the moonlight flowing through the tree. I bet he's totally over me. I bet he's fine.",0.5909090909090909,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia973_utt12.wav
sadness,negative,positive,0.5590136051177979,"I'll bet he's totally over me, I'll bet he's fine.",I bet he's totally over me. I bet he's fine.,0.2,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia973_utt13.wav
neutral,neutral,negative,0.6017720699310303,"All right, betting and wagering of any kind, are, I'm sure, not permitted in the happy place.",betting and wadering of any kind or I'm sure not permitted in the cabinet.,0.35294117647058826,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia973_utt14.wav
neutral,neutral,neutral,0.5692520141601562,Okay.,Okay.,0.0,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia973_utt15.wav
joy,positive,neutral,0.820325493812561,"Just-just, you know, the-the lovely waterfalls, and the, the trickling fountains.",The trickling fountains and the...,0.8181818181818182,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia973_utt16.wav
neutral,neutral,positive,0.657534122467041,And the-the calming sounds of the babbling brook....,The calming sounds of the babbling bruh,0.375,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia973_utt17.wav
