emotion,sentiment,textual_sentiment_predicted,textual_sentiment_score,transcription_ground_truth,file_path
neutral,neutral,neutral,0.4689083993434906,Yeah. I really do.,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia990_utt17.wav
neutral,neutral,positive,0.8800711631774902,"Thanks, Chandler.",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia990_utt18.wav
anger,negative,neutral,0.5326107144355774,Get off!,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia990_utt19.wav
neutral,neutral,neutral,0.5704938173294067,Hi.,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia991_utt0.wav
neutral,neutral,negative,0.7118889093399048,"Your Fettuccini Alfredo looks a little dry, did you use all your cheese?",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia991_utt1.wav
neutral,neutral,neutral,0.9100131988525391,"When you say used, do you mean eat as a pre-cooking snack?",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia991_utt2.wav
neutral,neutral,neutral,0.8391961455345154,And the cream?,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia991_utt3.wav
neutral,neutral,negative,0.8332751989364624,Cheese makes me thirsty.,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia991_utt4.wav
neutral,neutral,neutral,0.7740222215652466,Okay. Lets move on.,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia991_utt5.wav
neutral,neutral,neutral,0.5239052772521973,All right.,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia991_utt6.wav
surprise,positive,positive,0.9878748059272766,Oh! Something smells good over at Monicas station!  Oh my God! This is absolutely amazing! Youve never made this before?,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia991_utt7.wav
surprise,positive,negative,0.4430898129940033,Oh no!,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia991_utt8.wav
neutral,neutral,negative,0.6058163642883301,I dont know anything about cooking.,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia991_utt9.wav
neutral,neutral,neutral,0.773813009262085,"I had to ask someone what its called when the, when the water makes those little bubbles.",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia991_utt10.wav
joy,positive,positive,0.8853108286857605,"Well, hats off to the chef.",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia991_utt11.wav
neutral,neutral,negative,0.5240820646286011,"I-I-Im sorry, your-your mouth was full, I didnt hear what you said. Umm, hats off to who now?",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia991_utt12.wav
joy,positive,positive,0.6548134088516235,The chef!,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia991_utt13.wav
joy,positive,neutral,0.5810381770133972,Thats right.,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia991_utt14.wav
neutral,neutral,neutral,0.6733809113502502,"Hey, Pheebs.",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia992_utt0.wav
neutral,neutral,neutral,0.623418927192688,Hey.,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia992_utt1.wav
neutral,neutral,neutral,0.9119793772697449,How's it going?,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia992_utt2.wav
joy,positive,positive,0.9109912514686584,Good. Oh oh! Roger's having a dinner thing and he wanted me to invite you guys.,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia992_utt3.wav
neutral,neutral,neutral,0.9076498746871948,So what's going on?,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia992_utt4.wav
neutral,neutral,neutral,0.7005123496055603,"Nothing, um, it's just, um... It's Roger.",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia992_utt5.wav
neutral,neutral,negative,0.4968391954898834,"I dunno, there's just something about...",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia992_utt6.wav
neutral,neutral,neutral,0.8032476902008057,Basically we just feel that he's...,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia992_utt7.wav
disgust,negative,negative,0.9184407591819763,We hate that guy.,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia992_utt8.wav
disgust,negative,negative,0.9073193073272705,Yeah. Hate him.,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia992_utt9.wav
sadness,negative,negative,0.778603196144104,"We're sorry, Pheebs, we're sorry.",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia992_utt10.wav
neutral,neutral,neutral,0.8124647736549377,Uh-huh.,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia992_utt11.wav
neutral,neutral,neutral,0.5692520141601562,Okay.,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia992_utt12.wav
neutral,neutral,neutral,0.7049210071563721,"Okay, don't you think, maybe, though, it's just that he's so perceptive that it freaks you out?",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia992_utt13.wav
disgust,negative,negative,0.8643259406089783,"...No, we hate him.",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia992_utt14.wav
sadness,negative,negative,0.6874416470527649,We're sorry.,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia992_utt15.wav
joy,positive,positive,0.7106263041496277,Hey!,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia993_utt0.wav
joy,positive,positive,0.7106263041496277,Hey!,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia993_utt1.wav
neutral,neutral,neutral,0.8958998918533325,What are you doing?,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia993_utt2.wav
neutral,neutral,negative,0.788277268409729,Im sending back all this stuff that Chandler bought out of guilt.,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia993_utt3.wav
fear,negative,neutral,0.6722362637519836,Yes that was mine.,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia994_utt0.wav
neutral,neutral,neutral,0.6979455947875977,Cause I figured you'd hooked up with some girl and she'd left it there.,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia994_utt1.wav
sadness,negative,positive,0.46633368730545044,Yes that would have made more sense.,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia994_utt2.wav
anger,negative,negative,0.8053414225578308,"Y'know, I-I don't even feel like I know you anymore man!",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia994_utt3.wav
neutral,neutral,neutral,0.6138975024223328,"All right, look, I'm just gonna ask you this one time.",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia994_utt4.wav
neutral,neutral,positive,0.7217422723770142,"And whatever you say, I'll believe ya.",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia994_utt5.wav
anger,negative,neutral,0.8314011096954346,"Were you, or were you not on a gay cruise?",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia994_utt6.wav
anger,negative,negative,0.8279239535331726,"Oh hey! There's some kids playing in the street, you wanna go down there and give them a project, ruin their day?",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia995_utt0.wav
neutral,neutral,neutral,0.5522052049636841,"Hey, if they have a ball maybe you can stick razor blades in it and teach them a new game, Gonna Need Stitches Ball.",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia995_utt1.wav
surprise,negative,neutral,0.8379257321357727,She said what?,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia996_utt0.wav
neutral,neutral,negative,0.7218934297561646,"She said, ""If Im not gonna be happy getting married somewhere that we find in a day, well then we should just postpone it.""",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia996_utt1.wav
joy,positive,neutral,0.9021168947219849,Postpone it?,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia996_utt2.wav
anger,negative,neutral,0.7441455125808716,"Emily, do you think Monica realises how much our parents spent on this wedding?",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia996_utt3.wav
anger,negative,negative,0.8824260830879211,"Do you my sisters teeny-tiny little brain comprehends that people took time out of their lives to fly thousands of miles to be here, huh?",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia996_utt4.wav
neutral,neutral,negative,0.9258994460105896,This isnt right.,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia996_utt5.wav
sadness,negative,neutral,0.47227606177330017,"I realize that people are going to be disappointed. But, Im sure theyll come back when we can do it right.",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia996_utt6.wav
anger,negative,negative,0.6354501247406006,I cant ask people to do that? Would you ask people to do that?,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia996_utt7.wav
anger,negative,negative,0.7932522892951965,Dont you point your pants at me!,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia996_utt8.wav
anger,negative,negative,0.4726596772670746,We have no choice!,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia996_utt9.wav
anger,negative,negative,0.6791604161262512,"Anywhere thats half-decent wouldve be booked months ago, Ross dont you understand?",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia996_utt10.wav
anger,negative,neutral,0.7122730612754822,This is our wedding Im talking about.,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia996_utt11.wav
neutral,neutral,neutral,0.6700020432472229,The only thing I understand is postponing it is not an option. This is when were getting married.,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia996_utt12.wav
anger,negative,neutral,0.6496683359146118,So what are you saying? Its now or never?,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia996_utt13.wav
neutral,neutral,neutral,0.818752110004425,No. Im saying its now.,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia996_utt14.wav
anger,negative,neutral,0.8009518980979919,Or?,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia996_utt15.wav
anger,negative,negative,0.9460667967796326,Theres no or in mind. What is wrong with these pants?!!,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia996_utt16.wav
anger,negative,negative,0.6206387281417847,Its not the pants.,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia996_utt17.wav
anger,negative,negative,0.894034743309021,Its you that is backwards.,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia996_utt18.wav
anger,negative,negative,0.6569176912307739,"And if, and if you dont understand how important this is to me, well then, perhaps we shouldnt get married at all!",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia996_utt19.wav
sadness,negative,negative,0.44002455472946167,"No, wait! Emily! No, wait, stop! Emily, please",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia996_utt20.wav
neutral,neutral,neutral,0.5403251051902771,"Hi, honey.",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia997_utt0.wav
neutral,neutral,neutral,0.6283977031707764,See you later.,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia997_utt1.wav
joy,positive,neutral,0.6249973177909851,"What? I-I bought groceries, I was gonna make you dinner!",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia997_utt2.wav
anger,negative,neutral,0.6388903260231018,Well next time ask! Or at least wait for me to ask!,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia997_utt3.wav
neutral,neutral,neutral,0.8841972947120667,"Hi, this is Heldi from the Morgan Chase museum. Im calling for Monica Geller.",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia997_utt4.wav
surprise,negative,negative,0.4430898129940033,Oh no!,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia997_utt5.wav
neutral,neutral,neutral,0.8757615089416504,"I want to let her know that there was a cancellation and if shes still interested in having the Bing-Geller wedding at our facility, it is available",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia997_utt6.wav
fear,negative,negative,0.7193157076835632,"Oh please, he didnt hear it! He didnt hear it!!",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia997_utt7.wav
surprise,positive,positive,0.726385235786438,This is Chandler Bing! This is Chandler Bing!,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia997_utt8.wav
anger,negative,negative,0.6009351015090942,NOOOO!!!!!!!!,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia997_utt9.wav
surprise,positive,neutral,0.8902203440666199,Ma! What're you doing here?,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia998_utt0.wav
neutral,neutral,neutral,0.5762202143669128,I came to give you this  and this.,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia998_utt1.wav
surprise,negative,positive,0.9631911516189575,Oww! Big ring!,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia998_utt2.wav
neutral,neutral,positive,0.5680031180381775,"Yeah, all the time. I want the baby to know my voice.",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia999_utt0.wav
neutral,neutral,neutral,0.9224336743354797,"Do you uh, do you talk about me?",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia999_utt1.wav
neutral,neutral,neutral,0.5809833407402039,"Yeah, yeah, all the time.",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia999_utt2.wav
surprise,positive,neutral,0.6342223882675171,Really?,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia999_utt3.wav
neutral,neutral,neutral,0.8173453211784363,"But um, we just refer to you as Bobo the Sperm Guy.",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia999_utt4.wav
disgust,negative,negative,0.936302661895752,Would you look at this dump? He hated us. This is his final revenge!,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia1000_utt0.wav
disgust,negative,negative,0.9417998790740967,Have you ever seen so much crap?,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia1000_utt1.wav
anger,negative,negative,0.9429145455360413,"Actually, I think this apartment sullies the good name of crap",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia1000_utt2.wav
neutral,neutral,neutral,0.7052920460700989,Check this out. Can I have this?,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia1000_utt3.wav
neutral,neutral,neutral,0.6546458005905151,What?,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia1001_utt0.wav
neutral,neutral,neutral,0.6130523085594177,"I'm at work, ordinary day, you know, chop chop chop, sauti, sauti, sauti.",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia1001_utt1.wav
neutral,neutral,neutral,0.8458219170570374,"All of a sudden, Leon, the manager, calls me into his office.",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia1001_utt2.wav
joy,positive,negative,0.6143637299537659,"It turns out they fired the head lunch chef, and guess who got the job.",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia1001_utt3.wav
sadness,negative,negative,0.9225610494613647,"If it's not you, this is a horrible story.",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia1001_utt4.wav
joy,positive,positive,0.9099423885345459,"Fortunately, it is me.",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia1001_utt5.wav
joy,positive,positive,0.9543745517730713,"And, they made me head of purchasing, thank you very much.",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia1001_utt6.wav
joy,positive,positive,0.6638587117195129,"Anyway, I just ran into Ross and Chandler downstairs, and they think we should go out and celebrate.",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia1001_utt7.wav
neutral,neutral,positive,0.6103441715240479,"Y'know, someplace nice.",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia1001_utt8.wav
neutral,neutral,positive,0.8834927082061768,"Yeah, someplace nice.",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia1001_utt9.wav
joy,positive,positive,0.8763429522514343,Yeah!,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia1001_utt10.wav
neutral,neutral,neutral,0.9041081070899963,How much do you think I can get for my kidney?,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia1001_utt11.wav
neutral,neutral,neutral,0.9089207649230957,"So, what do you think?",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia1002_utt0.wav
joy,positive,positive,0.983868420124054,I think It's the most beautiful table I've ever seen.,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia1002_utt1.wav
joy,positive,positive,0.5662013292312622,I know!,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia1002_utt2.wav
neutral,neutral,negative,0.5022541284561157,"So how does this work, you going to balance the plates on these little guys' heads?",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia1002_utt3.wav
joy,positive,neutral,0.42621299624443054,"Who cares, we'll eat at the sink! Come on, let's play!",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia1002_utt4.wav
joy,positive,negative,0.9366648197174072,Heads up Ross!  Score!  You suck!,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia1002_utt5.wav
neutral,neutral,positive,0.8851597905158997,Thank you. Just make yourself comfortable.,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia1003_utt0.wav
neutral,neutral,neutral,0.5148857235908508,Gotcha.,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia1003_utt1.wav
neutral,neutral,positive,0.4163430631160736,This place is really my Grandmothers.,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia1003_utt2.wav
neutral,neutral,negative,0.5231590270996094,"I got it from her when she moved to Florida, otherwise I could never afford a place like this.",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia1003_utt3.wav
neutral,neutral,negative,0.5538860559463501,"So if the landlord ever asks, Im 87 year old woman, whos afraid of her VCR.",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia1003_utt4.wav
neutral,neutral,neutral,0.5957565903663635,So are you thirsty?,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia1003_utt5.wav
joy,positive,positive,0.9137023687362671,"Oh, you bet I am!",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia1003_utt6.wav
surprise,negative,neutral,0.633152425289154,"Okay, heres your penis!",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia1003_utt7.wav
neutral,neutral,neutral,0.6123487949371338,"Ohh, okay.",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia1004_utt0.wav
joy,positive,positive,0.9868468642234802,"Oh my God, what a great surprise! This is such a beautiful house.",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia1004_utt1.wav
neutral,neutral,positive,0.781758189201355,"Thank you, its my moms. So this is the kitchen.",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia1004_utt2.wav
neutral,neutral,neutral,0.674524188041687,"Hey, ready for dinner?",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia1005_utt0.wav
joy,positive,positive,0.9719300866127014,"Ooh, absolutely!",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia1005_utt1.wav
joy,positive,positive,0.9011236429214478,Great! How about you wanted to go the Italian place down on Bleaker Street right?,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia1005_utt2.wav
neutral,neutral,positive,0.8951660394668579,"Ooh, I love that place!  So, no.",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia1005_utt3.wav
neutral,neutral,neutral,0.9508351683616638,How about Mama Lisettie's?,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia1005_utt4.wav
neutral,neutral,positive,0.7388460040092468,Enh. Sure!,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia1005_utt5.wav
disgust,negative,neutral,0.767940104007721,I wonder how long that milk  has been setting out.,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia1005_utt6.wav
neutral,neutral,positive,0.8850854635238647,"Oh, no-no, this place is totally healthy!",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia1005_utt7.wav
neutral,neutral,neutral,0.6415342688560486,Thatthis milk is mine.,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia1005_utt8.wav
neutral,neutral,neutral,0.5943456292152405,"I bought this today, 'cause I was thirsty for milk, y'know.",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia1005_utt9.wav
joy,positive,positive,0.695921778678894,"Okay, let's go!",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia1005_utt10.wav
anger,negative,neutral,0.8990333676338196,"Hey, buddy!  Are you familiar with Section 11-B of the Health Code that requires all refuse material out the",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia1005_utt11.wav
neutral,neutral,neutral,0.5617092251777649,But then I'd have to go all the way around the dry cleaner place.,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia1005_utt12.wav
disgust,negative,negative,0.5275754928588867,"Oh, so you're saying you'd choose convenience over health?!",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia1005_utt13.wav
anger,negative,negative,0.4797056019306183,"Okay, stop!",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia1005_utt14.wav
neutral,neutral,negative,0.5590984225273132,"Larry, okay, can't you just be Larry and not Larry the health inspector guy?",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia1005_utt15.wav
anger,negative,positive,0.7020296454429626,"Y'know I mean it was really exciting at first but now it's like, okay, so where are we gonna eat ever?",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia1005_utt16.wav
neutral,neutral,neutral,0.8022511005401611,"Well, I suppose I could give him a warning.",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia1005_utt17.wav
joy,positive,positive,0.8344851136207581,Thank you.,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia1005_utt18.wav
neutral,neutral,positive,0.6627869606018066,Go!,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia1005_utt19.wav
anger,negative,positive,0.6627869606018066,Go!,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia1005_utt20.wav
disgust,negative,negative,0.5520367622375488,"Now, if after dinner you still really need to bust someone, I know a hot dog vendor who picks his nose.",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia1005_utt21.wav
sadness,negative,negative,0.747119128704071,"No! No! Phoebe, come on! I dont want to switch! Please come on! I can throw wet paper towels here!",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia1006_utt0.wav
joy,positive,neutral,0.7567029595375061,No but at Monicas you can eat cookies over the sink!,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia1006_utt1.wav
sadness,negative,negative,0.6934272050857544,I know. Im sorry.,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia1006_utt2.wav
neutral,neutral,positive,0.9857951402664185,All right fine! This looks like so much fun.,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia1006_utt3.wav
neutral,neutral,neutral,0.5797720551490784,Yeah.,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia1006_utt4.wav
neutral,neutral,negative,0.9025819897651672,"God, what a mess.",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia1006_utt5.wav
